date,predicted_expense,category
2025-03-30,192.76798540616232,Health & Wellness
2025-03-30,178.49058188224865,Home
2025-03-30,172.81435619327067,Miscellaneous
2025-03-30,111.09032120706456,Other
2025-03-30,171.38291009948716,Personal
2025-03-30,126.40791743227658,Petrol & Gas
2025-03-30,164.43811676846818,Professional Services
2025-03-30,177.35322394986605,Rent
2025-03-30,37.3485832948742,Savings
2025-03-30,140.92919644783916,Shopping
2025-03-30,157.4918897803579,Travel
2025-03-31,119.95545739947681,Automotive
2025-03-31,132.24716281522768,Bills & Utilities
2025-03-31,135.87948716459942,Education
2025-03-31,134.75921109110942,Entertainment
2025-03-31,121.04308430614228,Food & Drink
2025-03-31,167.88406087457932,Gifts & Donations
2025-03-31,177.37877024512613,Groceries
2025-03-31,192.76798540616232,Health & Wellness
2025-03-31,178.49058188224865,Home
2025-03-31,172.81435619327067,Miscellaneous
2025-03-31,111.09032120706456,Other
2025-03-31,171.38291009948716,Personal
2025-03-31,126.40791743227658,Petrol & Gas
2025-03-31,165.74032569681293,Professional Services
2025-03-31,177.35322394986605,Rent
2025-03-31,37.10477804114063,Savings
2025-03-31,140.92919644783916,Shopping
2025-03-31,157.92785858099583,Travel
2025-04-01,119.95545739947681,Automotive
2025-04-01,132.24716281522768,Bills & Utilities
2025-04-01,135.87948716459942,Education
2025-04-01,134.75921109110942,Entertainment
2025-04-01,121.04308430614228,Food & Drink
2025-04-01,167.884028086441,Gifts & Donations
2025-04-01,177.37877024512613,Groceries
2025-04-01,192.76798540616232,Health & Wellness
2025-04-01,178.49058188224865,Home
2025-04-01,172.81435619327067,Miscellaneous
2025-04-01,111.09032120706456,Other
2025-04-01,171.38291009948716,Personal
2025-04-01,126.40791743227658,Petrol & Gas
2025-04-01,165.9990335079804,Professional Services
2025-04-01,177.35322394986605,Rent
2025-04-01,36.87962255144199,Savings
2025-04-01,140.92919644783916,Shopping
2025-04-01,158.0976708988435,Travel
2025-04-02,119.95545739947681,Automotive
2025-04-02,132.24716281522768,Bills & Utilities
2025-04-02,135.87948716459942,Education
2025-04-02,134.75921109110942,Entertainment
2025-04-02,121.04308430614228,Food & Drink
2025-04-02,167.8840236543168,Gifts & Donations
2025-04-02,177.37877024512613,Groceries
2025-04-02,192.76798540616232,Health & Wellness
2025-04-02,178.49058188224865,Home
2025-04-02,172.81435619327067,Miscellaneous
2025-04-02,111.09032120706456,Other
2025-04-02,171.38291009948716,Personal
2025-04-02,126.40791743227658,Petrol & Gas
2025-04-02,165.80986755298463,Professional Services
2025-04-02,177.35322394986605,Rent
2025-04-02,36.67169022116977,Savings
2025-04-02,140.92919644783916,Shopping
2025-04-02,158.16381375872382,Travel
2025-04-03,119.95545739947681,Automotive
2025-04-03,132.24716281522768,Bills & Utilities
2025-04-03,135.87948716459942,Education
2025-04-03,134.75921109110942,Entertainment
2025-04-03,121.04308430614228,Food & Drink
2025-04-03,167.8840230552061,Gifts & Donations
2025-04-03,177.37877024512613,Groceries
2025-04-03,192.76798540616232,Health & Wellness
2025-04-03,178.49058188224865,Home
2025-04-03,172.81435619327067,Miscellaneous
2025-04-03,111.09032120706456,Other
2025-04-03,171.38291009948716,Personal
2025-04-03,126.40791743227658,Petrol & Gas
2025-04-03,165.73869469713904,Professional Services
2025-04-03,177.35322394986605,Rent
2025-04-03,36.47966357313953,Savings
2025-04-03,140.92919644783916,Shopping
2025-04-03,158.1895767773823,Travel
2025-04-04,119.95545739947681,Automotive
2025-04-04,132.24716281522768,Bills & Utilities
2025-04-04,135.87948716459942,Education
2025-04-04,134.75921109110942,Entertainment
2025-04-04,121.04308430614228,Food & Drink
2025-04-04,167.88402297422152,Gifts & Donations
2025-04-04,177.37877024512613,Groceries
2025-04-04,192.76798540616232,Health & Wellness
2025-04-04,178.49058188224865,Home
2025-04-04,172.81435619327067,Miscellaneous
2025-04-04,111.09032120706456,Other
2025-04-04,171.38291009948716,Personal
2025-04-04,126.40791743227658,Petrol & Gas
2025-04-04,165.76148334247557,Professional Services
2025-04-04,177.35322394986605,Rent
2025-04-04,36.30232590994183,Savings
2025-04-04,140.92919644783916,Shopping
2025-04-04,158.19961161911124,Travel
2025-04-05,119.95545739947681,Automotive
2025-04-05,132.24716281522768,Bills & Utilities
2025-04-05,135.87948716459942,Education
2025-04-05,134.75921109110942,Entertainment
2025-04-05,121.04308430614228,Food & Drink
2025-04-05,167.88402296327448,Gifts & Donations
2025-04-05,177.37877024512613,Groceries
2025-04-05,192.76798540616232,Health & Wellness
2025-04-05,178.49058188224865,Home
2025-04-05,172.81435619327067,Miscellaneous
2025-04-05,111.09032120706456,Other
2025-04-05,171.38291009948716,Personal
2025-04-05,126.40791743227658,Petrol & Gas
2025-04-05,165.77697888401798,Professional Services
2025-04-05,177.35322394986605,Rent
2025-04-05,36.13855360484243,Savings
2025-04-05,140.92919644783916,Shopping
2025-04-05,158.20352024681748,Travel
2025-04-06,119.95545739947681,Automotive
2025-04-06,132.24716281522768,Bills & Utilities
2025-04-06,135.87948716459942,Education
2025-04-06,134.75921109110942,Entertainment
2025-04-06,121.04308430614228,Food & Drink
2025-04-06,167.8840229617947,Gifts & Donations
2025-04-06,177.37877024512613,Groceries
2025-04-06,192.76798540616232,Health & Wellness
2025-04-06,178.49058188224865,Home
2025-04-06,172.81435619327067,Miscellaneous
2025-04-06,111.09032120706456,Other
2025-04-06,171.38291009948716,Personal
2025-04-06,126.40791743227658,Petrol & Gas
2025-04-06,165.77520004427606,Professional Services
2025-04-06,177.35322394986605,Rent
2025-04-06,35.98730898238641,Savings
2025-04-06,140.92919644783916,Shopping
2025-04-06,158.20504267945356,Travel
2025-04-07,119.95545739947681,Automotive
2025-04-07,132.24716281522768,Bills & Utilities
2025-04-07,135.87948716459942,Education
2025-04-07,134.75921109110942,Entertainment
2025-04-07,121.04308430614228,Food & Drink
2025-04-07,167.88402296159467,Gifts & Donations
2025-04-07,177.37877024512613,Groceries
2025-04-07,192.76798540616232,Health & Wellness
2025-04-07,178.49058188224865,Home
2025-04-07,172.81435619327067,Miscellaneous
2025-04-07,111.09032120706456,Other
2025-04-07,171.38291009948716,Personal
2025-04-07,126.40791743227658,Petrol & Gas
2025-04-07,165.77227081569401,Professional Services
2025-04-07,177.35322394986605,Rent
2025-04-07,35.847633743596916,Savings
2025-04-07,140.92919644783916,Shopping
2025-04-07,158.2056356755907,Travel
2025-04-08,119.95545739947681,Automotive
2025-04-08,132.24716281522768,Bills & Utilities
2025-04-08,135.87948716459942,Education
2025-04-08,134.75921109110942,Entertainment
2025-04-08,121.04308430614228,Food & Drink
2025-04-08,167.88402296156764,Gifts & Donations
2025-04-08,177.37877024512613,Groceries
2025-04-08,192.76798540616232,Health & Wellness
2025-04-08,178.49058188224865,Home
2025-04-08,172.81435619327067,Miscellaneous
2025-04-08,111.09032120706456,Other
2025-04-08,171.38291009948716,Personal
2025-04-08,126.40791743227658,Petrol & Gas
2025-04-08,165.7721695380118,Professional Services
2025-04-08,177.35322394986605,Rent
2025-04-08,35.71864289411018,Savings
2025-04-08,140.92919644783916,Shopping
2025-04-08,158.20586665094578,Travel
2025-04-09,119.95545739947681,Automotive
2025-04-09,132.24716281522768,Bills & Utilities
2025-04-09,135.87948716459942,Education
2025-04-09,134.75921109110942,Entertainment
2025-04-09,121.04308430614228,Food & Drink
2025-04-09,167.88402296156397,Gifts & Donations
2025-04-09,177.37877024512613,Groceries
2025-04-09,192.76798540616232,Health & Wellness
2025-04-09,178.49058188224865,Home
2025-04-09,172.81435619327067,Miscellaneous
2025-04-09,111.09032120706456,Other
2025-04-09,171.38291009948716,Personal
2025-04-09,126.40791743227658,Petrol & Gas
2025-04-09,165.77266217277673,Professional Services
2025-04-09,177.35322394986605,Rent
2025-04-09,35.59951913677489,Savings
2025-04-09,140.92919644783916,Shopping
2025-04-09,158.20595661715518,Travel
2025-04-10,119.95545739947681,Automotive
2025-04-10,132.24716281522768,Bills & Utilities
2025-04-10,135.87948716459942,Education
2025-04-10,134.75921109110942,Entertainment
2025-04-10,121.04308430614228,Food & Drink
2025-04-10,167.8840229615635,Gifts & Donations
2025-04-10,177.37877024512613,Groceries
2025-04-10,192.76798540616232,Health & Wellness
2025-04-10,178.49058188224865,Home
2025-04-10,172.81435619327067,Miscellaneous
2025-04-10,111.09032120706456,Other
2025-04-10,171.38291009948716,Personal
2025-04-10,126.40791743227658,Petrol & Gas
2025-04-10,165.77274848466547,Professional Services
2025-04-10,177.35322394986605,Rent
2025-04-10,35.48950769318689,Savings
2025-04-10,140.92919644783916,Shopping
2025-04-10,158.20599165950344,Travel
2025-04-11,119.95545739947681,Automotive
2025-04-11,132.24716281522768,Bills & Utilities
2025-04-11,135.87948716459942,Education
2025-04-11,134.75921109110942,Entertainment
2025-04-11,121.04308430614228,Food & Drink
2025-04-11,167.88402296156343,Gifts & Donations
2025-04-11,177.37877024512613,Groceries
2025-04-11,192.76798540616232,Health & Wellness
2025-04-11,178.49058188224865,Home
2025-04-11,172.81435619327067,Miscellaneous
2025-04-11,111.09032120706456,Other
2025-04-11,171.38291009948716,Personal
2025-04-11,126.40791743227658,Petrol & Gas
2025-04-11,165.77267530777976,Professional Services
2025-04-11,177.35322394986605,Rent
2025-04-11,35.38791152134812,Savings
2025-04-11,140.92919644783916,Shopping
2025-04-11,158.20600530869663,Travel
2025-04-12,119.95545739947681,Automotive
2025-04-12,132.24716281522768,Bills & Utilities
2025-04-12,135.87948716459942,Education
2025-04-12,134.75921109110942,Entertainment
2025-04-12,121.04308430614228,Food & Drink
2025-04-12,167.88402296156343,Gifts & Donations
2025-04-12,177.37877024512613,Groceries
2025-04-12,192.76798540616232,Health & Wellness
2025-04-12,178.49058188224865,Home
2025-04-12,172.81435619327067,Miscellaneous
2025-04-12,111.09032120706456,Other
2025-04-12,171.38291009948716,Personal
2025-04-12,126.40791743227658,Petrol & Gas
2025-04-12,165.77265015700684,Professional Services
2025-04-12,177.35322394986605,Rent
2025-04-12,35.29408689914838,Savings
2025-04-12,140.92919644783916,Shopping
2025-04-12,158.2060106251347,Travel
2025-04-13,119.95545739947681,Automotive
2025-04-13,132.24716281522768,Bills & Utilities
2025-04-13,135.87948716459942,Education
2025-04-13,134.75921109110942,Entertainment
2025-04-13,121.04308430614228,Food & Drink
2025-04-13,167.88402296156343,Gifts & Donations
2025-04-13,177.37877024512613,Groceries
2025-04-13,192.76798540616232,Health & Wellness
2025-04-13,178.49058188224865,Home
2025-04-13,172.81435619327067,Miscellaneous
2025-04-13,111.09032120706456,Other
2025-04-13,171.38291009948716,Personal
2025-04-13,126.40791743227658,Petrol & Gas
2025-04-13,165.77265930513266,Professional Services
2025-04-13,177.35322394986605,Rent
2025-04-13,35.20743934568648,Savings
2025-04-13,140.92919644783916,Shopping
2025-04-13,158.20601269591745,Travel
2025-04-14,119.95545739947681,Automotive
2025-04-14,132.24716281522768,Bills & Utilities
2025-04-14,135.87948716459942,Education
2025-04-14,134.75921109110942,Entertainment
2025-04-14,121.04308430614228,Food & Drink
2025-04-14,167.88402296156343,Gifts & Donations
2025-04-14,177.37877024512613,Groceries
2025-04-14,192.76798540616232,Health & Wellness
2025-04-14,178.49058188224865,Home
2025-04-14,172.81435619327067,Miscellaneous
2025-04-14,111.09032120706456,Other
2025-04-14,171.38291009948716,Personal
2025-04-14,126.40791743227658,Petrol & Gas
2025-04-14,165.77266493380995,Professional Services
2025-04-14,177.35322394986605,Rent
2025-04-14,35.12741985458798,Savings
2025-04-14,140.92919644783916,Shopping
2025-04-14,158.20601350249908,Travel
2025-04-15,119.95545739947681,Automotive
2025-04-15,132.24716281522768,Bills & Utilities
2025-04-15,135.87948716459942,Education
2025-04-15,134.75921109110942,Entertainment
2025-04-15,121.04308430614228,Food & Drink
2025-04-15,167.88402296156343,Gifts & Donations
2025-04-15,177.37877024512613,Groceries
2025-04-15,192.76798540616232,Health & Wellness
2025-04-15,178.49058188224865,Home
2025-04-15,172.81435619327067,Miscellaneous
2025-04-15,111.09032120706456,Other
2025-04-15,171.38291009948716,Personal
2025-04-15,126.40791743227658,Petrol & Gas
2025-04-15,165.77266413709341,Professional Services
2025-04-15,177.35322394986605,Rent
2025-04-15,35.0535214154534,Savings
2025-04-15,140.92919644783916,Shopping
2025-04-15,158.2060138166672,Travel
2025-04-16,119.95545739947681,Automotive
2025-04-16,132.24716281522768,Bills & Utilities
2025-04-16,135.87948716459942,Education
2025-04-16,134.75921109110942,Entertainment
2025-04-16,121.04308430614228,Food & Drink
2025-04-16,167.88402296156343,Gifts & Donations
2025-04-16,177.37877024512613,Groceries
2025-04-16,192.76798540616232,Health & Wellness
2025-04-16,178.49058188224865,Home
2025-04-16,172.81435619327067,Miscellaneous
2025-04-16,111.09032120706456,Other
2025-04-16,171.38291009948716,Personal
2025-04-16,126.40791743227658,Petrol & Gas
2025-04-16,165.77266305204185,Professional Services
2025-04-16,177.35322394986605,Rent
2025-04-16,34.985275801396654,Savings
2025-04-16,140.92919644783916,Shopping
2025-04-16,158.20601393903746,Travel
2025-04-17,119.95545739947681,Automotive
2025-04-17,132.24716281522768,Bills & Utilities
2025-04-17,135.87948716459942,Education
2025-04-17,134.75921109110942,Entertainment
2025-04-17,121.04308430614228,Food & Drink
2025-04-17,167.88402296156343,Gifts & Donations
2025-04-17,177.37877024512613,Groceries
2025-04-17,192.76798540616232,Health & Wellness
2025-04-17,178.49058188224865,Home
2025-04-17,172.81435619327067,Miscellaneous
2025-04-17,111.09032120706456,Other
2025-04-17,171.38291009948716,Personal
2025-04-17,126.40791743227658,Petrol & Gas
2025-04-17,165.77266303836578,Professional Services
2025-04-17,177.35322394986605,Rent
2025-04-17,34.92225060231902,Savings
2025-04-17,140.92919644783916,Shopping
2025-04-17,158.20601398670138,Travel
2025-04-18,119.95545739947681,Automotive
2025-04-18,132.24716281522768,Bills & Utilities
2025-04-18,135.87948716459942,Education
2025-04-18,134.75921109110942,Entertainment
2025-04-18,121.04308430614228,Food & Drink
2025-04-18,167.88402296156343,Gifts & Donations
2025-04-18,177.37877024512613,Groceries
2025-04-18,192.76798540616232,Health & Wellness
2025-04-18,178.49058188224865,Home
2025-04-18,172.81435619327067,Miscellaneous
2025-04-18,111.09032120706456,Other
2025-04-18,171.38291009948716,Personal
2025-04-18,126.40791743227658,Petrol & Gas
2025-04-18,165.77266322417753,Professional Services
2025-04-18,177.35322394986605,Rent
2025-04-18,34.864046485121506,Savings
2025-04-18,140.92919644783916,Shopping
2025-04-18,158.20601400526675,Travel
2025-04-19,119.95545739947681,Automotive
2025-04-19,132.24716281522768,Bills & Utilities
2025-04-19,135.87948716459942,Education
2025-04-19,134.75921109110942,Entertainment
2025-04-19,121.04308430614228,Food & Drink
2025-04-19,167.88402296156343,Gifts & Donations
2025-04-19,177.37877024512613,Groceries
2025-04-19,192.76798540616232,Health & Wellness
2025-04-19,178.49058188224865,Home
2025-04-19,172.81435619327067,Miscellaneous
2025-04-19,111.09032120706456,Other
2025-04-19,171.38291009948716,Personal
2025-04-19,126.40791743227658,Petrol & Gas
2025-04-19,165.77266325248982,Professional Services
2025-04-19,177.35322394986605,Rent
2025-04-19,34.81029466349586,Savings
2025-04-19,140.92919644783916,Shopping
2025-04-19,158.20601401249806,Travel
2025-04-20,119.95545739947681,Automotive
2025-04-20,132.24716281522768,Bills & Utilities
2025-04-20,135.87948716459942,Education
2025-04-20,134.75921109110942,Entertainment
2025-04-20,121.04308430614228,Food & Drink
2025-04-20,167.88402296156343,Gifts & Donations
2025-04-20,177.37877024512613,Groceries
2025-04-20,192.76798540616232,Health & Wellness
2025-04-20,178.49058188224865,Home
2025-04-20,172.81435619327067,Miscellaneous
2025-04-20,111.09032120706456,Other
2025-04-20,171.38291009948716,Personal
2025-04-20,126.40791743227658,Petrol & Gas
2025-04-20,165.77266322429654,Professional Services
2025-04-20,177.35322394986605,Rent
2025-04-20,34.7606545612627,Savings
2025-04-20,140.92919644783916,Shopping
2025-04-20,158.2060140153147,Travel
2025-04-21,119.95545739947681,Automotive
2025-04-21,132.24716281522768,Bills & Utilities
2025-04-21,135.87948716459942,Education
2025-04-21,134.75921109110942,Entertainment
2025-04-21,121.04308430614228,Food & Drink
2025-04-21,167.88402296156343,Gifts & Donations
2025-04-21,177.37877024512613,Groceries
2025-04-21,192.76798540616232,Health & Wellness
2025-04-21,178.49058188224865,Home
2025-04-21,172.81435619327067,Miscellaneous
2025-04-21,111.09032120706456,Other
2025-04-21,171.38291009948716,Personal
2025-04-21,126.40791743227658,Petrol & Gas
2025-04-21,165.77266321546148,Professional Services
2025-04-21,177.35322394986605,Rent
2025-04-21,34.714811654451466,Savings
2025-04-21,140.92919644783916,Shopping
2025-04-21,158.2060140164118,Travel
2025-04-22,119.95545739947681,Automotive
2025-04-22,132.24716281522768,Bills & Utilities
2025-04-22,135.87948716459942,Education
2025-04-22,134.75921109110942,Entertainment
2025-04-22,121.04308430614228,Food & Drink
2025-04-22,167.88402296156343,Gifts & Donations
2025-04-22,177.37877024512613,Groceries
2025-04-22,192.76798540616232,Health & Wellness
2025-04-22,178.49058188224865,Home
2025-04-22,172.81435619327067,Miscellaneous
2025-04-22,111.09032120706456,Other
2025-04-22,171.38291009948716,Personal
2025-04-22,126.40791743227658,Petrol & Gas
2025-04-22,165.7726632191054,Professional Services
2025-04-22,177.35322394986605,Rent
2025-04-22,34.67247547844941,Savings
2025-04-22,140.92919644783916,Shopping
2025-04-22,158.20601401683913,Travel
